,population_density,median_household_income,Male,Female,White,Black Or African American,American Indian Or Alaskan Native,Asian,Native Hawaiian & Other Pacific Islander,Other Race,"< $25,000","$25,000-$44,999","$45,000-$59,999","$60,000-$99,999","$100,000-$149,999","$150,000-$199,999","$200,000+",Less Than High School Diploma,High School Graduate,Associate's Degree,Master's Degree,Professional School Degree,Doctorate Degree,Enrolled In Public School,Enrolled In Private School,Not Enrolled In School,April,August,December,February,January,July,June,March,May,November,October,September,day1,day10,day11,day12,day13,day14,day15,day16,day17,day18,day19,day2,day20,day21,day22,day23,day24,day25,day26,day27,day28,day29,day3,day30,day31,day4,day5,day6,day7,day8,day9,year,population
2332,10504,45469,18040,13158,35967,33421,368,1500,121,180,3860,3695,2229,340,5066,714,296,6302,22379,3780,8066,903,109,4326,778,3057,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,31198
2333,26055,67712,32979,12192,45985,9151,626,1337,113,4718,5736,2345,1586,1977,358,232,132,21758,15001,4184,6147,302,96,2532,724,1518,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,45171
2334,57129,44580,55765,15620,64452,28629,5,1762,130,476,7311,6236,2562,461,1911,382,651,21542,10128,4552,1253,295,262,4979,173,1244,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,71385
2335,58282,64684,38133,16761,44652,27359,238,1744,76,3695,8485,2930,3614,7470,2341,306,213,10104,15982,34,5087,506,321,2291,702,1887,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,54894
2336,45031,66237,49068,12900,56440,23004,18,1464,32,371,5123,6403,3574,1802,4367,130,149,12398,18620,4890,2553,930,322,4975,550,1712,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,61968
2337,53010,60615,14245,17532,67503,8330,553,2068,121,2709,8847,7190,3712,8181,1876,706,222,3771,27564,783,6600,647,373,3467,799,3546,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,31777
2338,35625,50166,32939,11532,54996,25396,491,2464,43,4314,8432,6551,2015,1054,3425,722,530,9295,24532,4534,8943,671,116,3952,345,1878,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,44471
2339,18614,48306,32998,18107,55565,13769,303,1348,21,217,7960,3275,1964,6614,2624,304,526,25226,28629,387,1983,172,457,5683,543,2506,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,51105
2340,61027,64062,55176,13635,21283,16075,652,2152,175,2281,3582,8223,3912,4836,2848,565,246,27327,30666,497,5557,784,231,3758,494,2225,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,68811
2341,51779,41482,55459,17048,67737,34297,698,1273,47,840,4055,4022,1778,8313,4276,552,586,4892,26731,144,5413,908,264,4079,573,2552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,72507
2342,12872,48748,19146,7993,44379,25051,417,1074,180,3819,9120,4656,3279,1892,367,771,396,22664,20033,2844,947,320,90,1788,424,3244,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,27139
2343,49242,48875,24165,16351,30270,33544,715,329,25,5080,6202,5252,3536,1904,3214,430,173,17511,32335,3061,3750,162,383,3136,744,1253,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,40516
2344,39675,42586,54011,11770,32574,24119,439,1175,41,1483,5639,3199,2080,624,3797,270,492,13650,11337,3993,7776,529,471,1509,671,1652,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,65781
2345,25900,64375,29872,7708,59286,35996,250,2074,42,819,3658,8062,2749,409,3191,786,846,22968,12107,2995,5284,828,291,1237,239,1936,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,37580
2346,89863,69712,46367,11581,60915,18430,0,1248,26,1210,5217,3681,4068,8163,1385,534,846,21420,10047,974,719,166,358,3116,733,2284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,57948
2347,52940,48398,40727,7417,32988,31249,184,671,150,200,3631,2489,2284,6145,3580,670,238,11237,23109,2811,32,629,367,4687,312,1890,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,48144
2348,63396,61390,42238,9133,65672,32479,713,330,46,1741,4796,5741,2879,5216,4098,724,950,10717,16851,1002,6641,130,474,3826,225,3121,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,51371
2349,21115,65426,57604,11178,54143,22092,468,1489,96,370,7408,5759,3590,5649,3102,257,294,6721,20284,2576,823,904,129,4781,386,2585,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,68782
2350,18900,56585,52420,17348,64649,17110,491,599,177,3375,3451,6190,2687,446,4348,632,906,24833,10470,1692,6064,944,174,3776,424,1087,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,69768
2351,77722,38861,29420,15211,20802,24556,55,1506,68,236,4942,8223,4131,2709,1676,686,339,16452,23007,4084,6631,808,218,1272,526,1550,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,44631
2352,25218,46259,56338,14736,29706,29044,364,1993,13,1698,7286,7455,2057,2734,3451,284,385,15533,14179,3217,1119,791,392,3097,489,1504,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,71074
2353,65222,36158,16267,14159,36675,12949,99,1555,148,351,7304,7281,3837,5570,2576,603,899,8901,12729,4668,5926,862,276,4197,440,1884,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,30426
2354,14084,44275,48057,6493,36066,34332,69,1766,21,1444,5241,4239,4130,4047,4688,285,369,14487,27288,2576,9204,960,97,5150,429,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,54550
2355,57858,59967,23889,13285,40585,15662,364,1060,34,2737,4413,8745,3858,8156,888,287,190,22278,9128,2144,3288,484,423,1616,789,2877,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,37174
2356,38470,50079,53783,9836,62745,31147,22,919,77,4013,3640,3822,3739,3570,1647,269,195,26230,32308,1017,7756,210,89,5190,280,3647,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,63619
2357,82639,55001,19716,6521,37063,29564,494,1387,107,5251,7900,7305,2742,579,549,770,100,23474,14544,3171,7982,258,265,1413,511,2042,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,26237
2358,31419,64091,28820,11604,30113,14545,277,792,20,3617,5442,3209,2542,8166,5543,682,73,6147,29967,3978,3791,405,439,3690,400,1713,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,40424
2359,86621,52979,30782,13279,52648,9405,16,2273,44,3335,6187,5355,2856,7588,1077,585,756,15763,26422,2860,4873,622,381,3511,174,3583,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,44061
2360,63636,44018,14995,15578,37763,29390,477,2131,167,1976,7124,7380,1758,7689,1383,695,752,6557,13838,2604,1382,268,317,4293,640,2184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,30573
2361,74360,44889,51509,15956,43390,10136,215,1794,117,3329,7451,4269,2701,3954,3718,291,399,4119,25931,3862,1019,244,445,3933,298,893,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,67465
2362,59065,48656,15484,16754,41246,26722,495,1983,66,2773,9117,7262,3771,498,578,548,672,19373,26600,454,7825,132,129,2659,528,627,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,32238
2363,12028,52086,39978,8846,48451,7655,71,1404,181,547,4740,7624,4178,6052,1027,672,83,21668,15884,3606,95,91,292,1522,385,814,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,48824
2364,36832,62109,46710,15046,60422,9335,360,999,31,1161,7289,8124,3912,4096,1391,505,626,18933,14520,4762,5580,629,89,4765,762,643,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,61756
2365,56501,45110,47886,17416,20679,24078,477,680,165,2513,6842,6227,3878,2309,2014,585,1007,14350,28372,2123,1986,652,79,4712,696,1835,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,65302
2366,70118,43506,31907,8313,27301,15611,58,906,62,4980,8180,3241,3711,2855,5629,443,444,17612,19869,4859,8103,893,492,4205,266,1265,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,40220
2367,26758,37014,37661,15776,60256,32865,584,1049,10,3625,5635,4362,3187,1991,4400,489,622,15493,33045,4859,5075,601,408,4680,183,578,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,53437
2368,72550,69053,41697,12004,52995,7836,582,593,140,2748,3551,8705,3904,2149,3025,518,87,21651,19110,116,8211,282,309,5220,759,1184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,53701
2369,36689,65707,23099,8023,55961,22537,573,191,45,3710,8688,8624,4328,5216,1222,455,237,19585,21248,854,7300,693,241,2819,454,3177,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,31122
2370,12194,63457,34054,17063,60261,12130,693,1629,5,4196,4358,2933,4271,1688,5300,217,81,24761,24333,1341,4217,846,293,2576,426,3642,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,51117
2371,20342,40106,14434,16832,50312,28226,213,1184,108,3144,6168,4562,3198,6031,2148,564,533,9924,28965,2443,3749,786,399,2316,739,3592,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,31266
2372,11105,50394,28003,12901,62696,19279,682,1881,131,357,3400,4386,1414,8170,4553,277,177,6632,19396,4195,3314,236,446,5013,520,2593,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,40904
2373,66456,54507,18995,9082,46064,13772,50,1326,171,947,8424,6944,1341,1047,1978,131,142,16222,12333,4261,8128,328,389,1569,520,596,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,28077
2374,34446,40239,50207,16610,44914,32189,268,948,177,4435,4452,8375,2690,4470,2119,755,767,24459,10905,1587,936,678,150,4689,599,624,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,66817
2375,41502,37529,58194,6745,66006,10061,439,1645,9,4259,5279,3566,3079,1766,790,581,545,22852,9401,1104,625,340,367,4819,588,2855,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,64939
2376,24168,40066,28338,6207,40728,8188,14,600,3,1045,5485,7253,2557,4273,1381,738,946,19077,23358,1292,2916,958,84,3697,731,2256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,34545
2377,83690,69064,53633,6376,48396,27551,725,1798,29,4597,7376,5821,3107,6442,387,178,658,8910,16766,4250,8254,432,410,2888,360,3580,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,60009
2378,12240,63599,44431,13812,48691,8468,538,1087,182,5360,6010,2494,4265,6401,3708,405,211,6304,8965,4735,6166,234,328,5459,591,1864,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,58243
2379,60144,62478,52899,13614,28022,9540,734,1549,45,5113,8626,4319,2770,3470,4407,210,42,19855,28047,1730,8526,595,187,2715,799,1622,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,66513
2380,33549,56448,39936,10260,55858,16630,308,842,57,3548,6816,5121,2312,7330,4452,236,362,11856,21384,1802,3839,706,414,3388,560,1846,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,50196
2381,87233,64536,58224,14455,41062,16763,7,1629,117,819,8597,7871,1779,3139,4812,226,731,5201,19828,1241,4978,166,479,4212,743,2781,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,72679
2382,43251,49378,35172,7103,67393,18786,313,2408,41,4138,3651,8341,2778,2215,2309,425,90,20612,30586,4614,7516,882,327,1381,746,1037,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,42275
2383,63521,56307,38011,6693,41880,35759,211,376,48,5111,8707,6211,2390,1236,3656,128,816,12190,12082,3833,6032,310,290,4125,453,626,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,44704
2384,46777,43193,46671,11266,31177,22400,684,2226,77,4161,8569,3379,4091,5657,177,286,569,19435,10738,2329,8749,469,421,2574,409,3064,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,57937
2385,47929,55324,15351,13546,64147,17725,10,2316,73,2060,7634,6487,3934,2914,1614,738,848,6039,17635,4487,5148,699,392,2766,327,3409,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,28897
2386,30936,61585,35593,8931,36765,30158,203,247,13,4933,8248,5257,2508,7749,3165,302,462,27153,24139,2350,164,705,146,5004,735,2568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,44524
2387,17947,50581,14672,8674,49701,12552,214,2492,132,4535,8702,6536,1697,41,627,663,357,12921,28269,2666,7329,974,242,3522,189,3613,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,23346
2388,15874,47667,16439,16012,33262,18521,75,2209,109,3594,7533,5380,3258,4463,3056,395,293,4117,29860,3635,204,465,116,4392,609,2368,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,32451
2389,31532,47713,18847,8880,24505,30319,395,968,29,68,5991,3762,4270,3826,5190,174,114,12371,19825,2626,1276,273,283,1850,336,2657,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,27727
2390,88849,45110,19542,7880,47328,20253,262,300,39,1794,7926,3353,1852,5512,100,183,307,20668,18012,2016,6287,105,385,2904,258,819,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,27422
2391,36671,50227,42793,12746,51293,11310,557,962,31,4592,7203,3280,1692,682,5668,545,845,18395,28994,4545,3371,393,175,3601,394,2318,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,55539
2392,26111,49723,26208,13779,47533,31589,200,127,194,1224,7740,5645,2078,4258,4018,437,717,24380,29018,116,4005,93,407,3222,760,1052,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,39987
2393,32946,47847,44868,15342,51112,10561,690,769,15,2704,3384,2792,2849,5216,4266,205,41,16004,10959,1288,2799,943,299,2586,326,1267,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,60210
2394,53053,56895,43239,11437,23670,13180,136,683,51,2552,4321,2633,4062,4485,3773,342,185,5090,21726,4643,1656,761,125,3706,768,2699,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,54676
2395,28050,53058,21255,6489,55723,16922,296,2090,53,2664,4282,4743,1575,7779,154,575,895,22731,32850,3681,9063,358,83,4070,181,2181,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,27744
2396,62054,68202,39054,8017,42813,11443,644,1184,133,3458,5542,3822,1706,2790,998,652,380,23936,22262,4145,4789,606,429,4045,414,1389,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,47071
2397,49151,65340,17511,8146,38370,16162,590,843,12,1358,3618,6982,3950,6695,843,365,808,8036,28542,1826,3328,822,84,4970,214,2739,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,25657
2398,34265,61993,14329,11186,30272,8850,444,403,155,3013,5133,5577,1852,1509,1330,332,643,21826,9131,4616,3423,800,133,1761,523,2992,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,25515
2399,66326,36076,54918,14215,38314,9761,271,661,126,2256,8668,3315,1326,5088,4550,195,731,21154,18243,2656,9204,904,347,5352,159,3525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,69133
2400,25586,66049,42972,12429,21681,21458,151,974,95,418,3441,7111,3810,7516,1486,312,429,11931,25383,3825,2459,179,365,2142,262,2050,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,55401
2401,19998,66227,43700,17177,27499,32204,495,507,36,97,9067,7441,3512,4798,2195,375,650,15432,9548,4051,7438,297,172,2893,581,3082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,60877
2402,14135,62677,40575,14393,37459,26297,631,1961,36,3180,5991,2316,2471,2670,1909,407,115,11991,28652,1745,2418,297,104,1520,795,2648,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,54968
2403,80855,57485,54987,10594,38891,17004,563,767,60,1545,7257,3164,3762,3961,4755,334,766,22102,24504,1102,2049,690,135,2312,713,3080,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,65581
2404,15318,43529,18077,13952,53622,21889,243,1395,101,470,6377,6115,3081,8278,892,259,187,25058,11878,3772,6960,763,148,5352,692,2919,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,32029
2405,39003,67374,44199,14130,57246,7336,77,998,90,1615,3425,3902,1813,3407,646,714,1005,8360,26193,1924,5773,157,478,5698,184,634,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,58329
2406,28743,45457,49856,12405,38376,32157,355,2183,43,2070,6076,4660,3254,2567,966,600,490,17062,15874,1809,8847,880,102,5267,705,3757,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,62261
2407,19065,57240,45686,6701,26174,14604,459,606,49,4882,7360,4318,3605,2350,1888,266,607,17544,21348,162,5687,1004,184,2427,501,1771,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,52387
2408,88833,61302,33235,9876,67689,27285,687,759,104,1062,5840,3551,2393,5882,5675,721,672,24968,11207,2414,1625,741,426,3768,259,1302,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,43111
2409,76161,49794,28374,18274,26571,32725,474,251,180,3718,8006,6400,2724,7482,486,650,314,10271,14464,248,2564,342,127,3571,737,2011,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,46648
2410,20946,45390,51646,8950,27213,17311,551,915,72,375,6583,6044,2081,4981,4704,300,861,21896,9765,3195,4954,356,375,3288,726,3172,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,60596
2411,43969,38446,17239,12835,58452,21487,460,740,151,2595,8111,3951,1641,3954,707,523,35,23350,13421,1422,3005,436,261,2885,655,1007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,30074
2412,81799,50010,33965,14855,38024,10717,111,2318,11,661,6291,5724,2537,1803,5647,216,943,5685,30565,1244,7081,592,260,4406,790,3616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,48820
2413,43670,68955,48362,13497,28160,25152,705,762,61,821,6774,7001,4334,537,3672,221,524,4017,32897,3968,2284,683,123,5085,246,3538,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,61859
2414,37685,38288,23942,9129,19175,15454,463,1064,35,677,6531,4259,2153,400,1869,293,960,21944,14385,88,9136,282,475,4366,225,3759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,33071
