,population_density,median_household_income,Male,Female,White,Black Or African American,American Indian Or Alaskan Native,Asian,Native Hawaiian & Other Pacific Islander,Other Race,"< $25,000","$25,000-$44,999","$45,000-$59,999","$60,000-$99,999","$100,000-$149,999","$150,000-$199,999","$200,000+",Less Than High School Diploma,High School Graduate,Associate's Degree,Master's Degree,Professional School Degree,Doctorate Degree,Enrolled In Public School,Enrolled In Private School,Not Enrolled In School,April,August,December,February,January,July,June,March,May,November,October,September,day1,day10,day11,day12,day13,day14,day15,day16,day17,day18,day19,day2,day20,day21,day22,day23,day24,day25,day26,day27,day28,day29,day3,day30,day31,day4,day5,day6,day7,day8,day9,year,population
2057,66067,35496,32957,12925,36769,16979,19,2156,158,4043,6580,3393,1650,6365,2799,619,514,4960,11614,4787,8191,666,474,2096,440,1393,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,45882
2058,55185,58970,30312,10770,52633,24365,278,2355,186,1158,3365,3887,3784,6097,5201,297,153,3750,25959,3796,2438,788,223,3753,776,2774,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,41082
2059,48537,37977,27353,16777,55121,20097,193,1235,102,2907,8114,5771,2206,6772,5420,714,572,4850,27117,2145,8288,896,475,1586,389,2176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,44130
2060,36920,50267,43062,10143,54482,32553,177,153,149,948,8396,4525,3517,756,1861,165,560,15294,20756,489,2747,652,499,3754,548,979,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,53205
2061,38052,38271,22014,11864,24120,35737,526,2095,188,972,3389,6853,3981,6756,2228,330,90,13229,18146,2583,5953,402,226,5626,491,1641,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,33878
2062,11075,46963,45651,13734,28300,18190,36,332,126,682,6355,8066,2072,6284,3630,746,443,21179,18264,3928,4435,535,393,5386,197,2132,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,59385
2063,69886,69849,36972,14108,29256,13220,515,2128,28,1008,6395,5147,4143,5629,689,467,232,13535,13557,2039,5264,718,135,2195,462,1922,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,51080
2064,37480,60926,55505,12616,56165,13609,37,1997,61,3045,8819,8129,2562,2874,3488,177,64,8684,10768,3618,4286,265,175,5127,359,2657,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,68121
2065,39898,67816,42098,16686,32036,14279,551,2439,90,2089,5120,4589,3839,4301,4268,681,544,12595,24089,2529,2481,679,500,3733,334,836,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,58784
2066,35162,61326,56936,14170,61288,24552,6,2365,116,1780,4121,6296,4028,5030,4837,458,283,24195,12077,2655,6146,255,232,4481,814,3527,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,71106
2067,23426,37978,33824,17159,51625,24708,23,2271,31,5120,8100,2594,2493,7816,5525,181,391,10633,24215,3350,6525,313,207,2916,815,1979,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,50983
2068,24807,56920,30081,12933,46848,21697,640,848,55,3961,4767,4329,2401,2078,3921,651,974,27032,15535,4836,3373,466,436,3120,312,2911,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,43014
2069,86722,43807,32924,11481,64178,17592,339,1467,35,604,4206,5156,3246,2035,1897,625,878,21281,17664,1171,716,961,144,3108,226,3352,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,44405
2070,47122,56085,49965,10081,54554,30199,421,145,149,3112,6115,5360,4449,1293,203,471,570,14996,13387,4933,2412,131,248,2478,721,1276,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,60046
2071,55171,59605,31736,6569,63771,16457,184,1335,20,1014,7544,6732,2800,801,1468,341,791,23379,28013,1925,2731,713,465,2305,656,3506,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,38305
2072,44797,42814,57332,6011,62571,7621,11,1852,45,148,5417,4692,1890,5843,3293,505,616,22025,11446,1252,8159,622,214,1254,563,683,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,63343
2073,55832,68522,31399,16771,64024,33273,242,713,94,244,8682,2789,1370,1678,2997,244,57,19002,15319,1456,6318,785,298,3980,382,2748,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,48170
2074,33434,53088,45919,16743,54014,28529,334,1598,31,4177,3802,2790,3339,4477,3481,758,116,23742,11918,2251,6642,101,497,3559,471,993,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,62662
2075,78037,39841,38778,17545,21206,31690,692,1784,30,1711,6844,7366,2278,7763,2749,607,377,13987,9616,1402,714,541,235,1657,653,1347,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,56323
2076,49534,35623,35304,7183,34738,19175,424,2198,156,1964,8299,3921,4012,8249,3766,296,57,10806,12709,17,577,114,339,2382,303,1733,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,42487
2077,53402,58083,37501,13301,62451,28419,361,557,20,629,4536,2930,3506,3606,2266,413,635,11807,18786,374,4082,595,491,5350,153,926,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,50802
2078,38706,51141,28333,16055,47745,17650,549,1029,195,5129,8503,3832,1337,6542,17,360,866,19039,15191,3277,5841,426,363,2746,709,2550,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,44388
2079,63722,44314,15209,10700,40497,22417,508,2362,45,3354,5213,6780,2920,1902,5342,550,841,10747,21785,965,8198,393,143,3113,197,594,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,25909
2080,68817,65113,31198,14705,22913,16478,717,2423,3,352,6961,8325,3488,7092,3321,695,84,22829,31274,919,734,504,173,4777,664,3305,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,45903
2081,50179,35313,47016,14458,22519,34621,298,381,31,4125,7314,8563,2014,2982,3245,575,894,16384,13089,406,536,918,229,4405,157,3151,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,61474
2082,76942,54217,17827,13102,34950,34148,335,2298,148,790,3973,7427,2711,3650,898,307,977,21841,9320,2135,2239,622,86,1895,571,3578,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,30929
2083,21154,38226,29064,6406,64129,17070,75,803,11,5034,5376,6284,1740,2627,4411,183,469,27117,28843,3566,8666,467,485,2008,552,3365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,35470
2084,41385,44342,17912,14105,39920,16846,438,1460,41,1335,7802,3758,2965,6163,2781,552,865,10122,13103,4662,2394,252,107,3766,555,3262,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,32017
2085,10542,42569,32068,16618,41497,20866,371,1709,14,2189,7430,6932,4380,313,3320,692,755,26674,12177,1122,4714,187,172,2527,776,3573,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,48686
2086,27287,38908,49799,10246,35249,24583,278,430,142,2719,7440,6939,4079,1312,2430,189,233,14411,12738,2693,269,299,80,5678,778,3761,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,60045
2087,64909,60042,52346,17911,32471,14333,587,853,173,1032,8394,4551,1610,216,2372,429,852,9838,18358,2525,8812,912,78,5248,505,1121,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,70257
2088,78935,38764,38995,6956,24849,20027,89,2000,178,2248,8337,6631,4181,7751,944,149,148,8089,11808,2909,1108,301,455,2109,463,883,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,45951
2089,40128,68572,44174,7973,60845,25896,625,373,18,2024,4133,8434,2508,6206,800,220,198,21464,20600,1164,6476,775,132,1298,581,3585,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,52147
2090,88062,60476,42708,13248,21910,29673,467,2160,149,5363,4899,8564,2164,2500,3325,232,840,27309,24108,1375,8959,289,336,1447,677,3026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,55956
2091,58681,57020,38260,17078,50781,10398,337,1711,90,1175,5866,6914,4017,7392,83,642,820,9267,14170,1601,634,292,445,3492,143,3364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,55338
2092,56353,52430,24373,6546,66647,14097,454,2361,31,3040,5544,4672,3817,2486,4842,395,658,21507,25106,1071,6900,488,140,2143,364,2037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,30919
2093,71531,65637,23981,15852,31810,20537,89,343,32,90,5827,4130,4344,4955,3032,781,543,8809,13419,987,4993,672,167,1659,742,1662,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,39833
2094,76365,42742,35637,15227,68598,7034,32,556,54,4884,3818,6301,3979,8017,1056,518,668,8814,22595,1867,1271,332,408,4405,532,3702,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,50864
2095,63072,45363,44851,12584,22141,21467,360,992,51,3149,3581,6289,3318,2070,3312,524,850,18402,29400,2044,2528,413,496,2384,167,2868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,57435
2096,12967,45407,57303,10777,46985,25605,18,1944,156,3128,3662,3499,2034,1188,151,335,63,10704,28380,1835,5387,720,262,3575,475,3001,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,68080
2097,23503,42421,57596,16714,61287,24582,37,601,8,621,8187,4782,2480,2067,2712,185,731,23103,32105,3619,451,873,156,2089,740,2641,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,74310
2098,14529,60428,56974,15186,46872,22962,501,1362,114,4184,6403,3586,3351,1973,1250,579,179,18902,31761,3448,8277,106,381,2819,217,3447,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,72160
2099,88283,48910,16411,6966,42022,21668,104,2206,35,3118,4458,3493,2652,6728,5517,771,508,17470,24124,141,5046,649,311,4279,404,3568,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,23377
2100,68756,49388,24186,11020,50378,7716,244,1259,22,2363,6147,3121,2807,229,4728,454,63,10692,19347,2633,6097,421,78,3845,675,3183,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,35206
2101,62616,69429,22751,7351,68458,15922,12,2277,35,731,8674,6703,1739,5211,3799,735,283,24097,11258,560,2673,443,352,5483,332,640,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,30102
2102,46240,39361,42503,17690,47583,29266,577,847,35,1157,3747,5047,2609,3669,2562,500,392,20413,14066,2184,2372,797,245,3916,615,2224,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,60193
2103,85370,68966,33715,17902,24819,30762,645,2335,6,1677,8828,7547,3130,287,1570,115,520,5425,16768,3652,1279,118,255,4243,653,2596,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,51617
2104,62139,40618,57486,7876,29760,7039,354,1507,34,4971,7023,2370,3258,3738,2369,416,351,8244,26898,1985,7436,761,308,3444,755,2889,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,65362
2105,43856,59512,26798,8628,54611,33698,21,962,140,3963,4009,6672,2658,1048,3054,609,921,17943,31832,4213,6482,912,199,1959,687,579,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35426
2106,29184,59885,52743,7893,57954,20389,501,746,55,4160,4727,4112,3552,7462,3355,765,183,13827,15643,3121,33,424,433,1995,219,1662,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,60636
2107,87456,38715,44302,13917,36281,16514,446,797,162,838,9157,2761,2946,3402,1684,441,285,5067,14562,3154,485,626,447,4695,345,1416,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,58219
2108,14201,62209,38350,11109,61000,13321,43,1308,111,5133,4663,5982,3670,2882,3087,366,468,16526,9510,3872,7536,964,479,3646,161,2155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,49459
2109,26359,67149,27460,14147,44663,29985,79,976,113,3449,7029,3777,4120,3813,4637,707,121,4894,19834,1631,8138,486,466,2672,730,684,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,41607
2110,52274,61680,34602,15090,42861,29990,388,109,133,429,8844,4085,3689,1037,1705,510,465,14280,15937,2630,821,834,429,1740,244,3501,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,49692
2111,17828,60123,41234,16305,36604,16286,601,515,178,4774,3947,5534,4221,5359,5506,291,759,6906,18882,236,6895,879,312,2814,577,3257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,57539
2112,10646,50883,21598,12430,24604,20831,137,1477,130,2521,4723,6396,2097,5951,1321,237,620,26012,23026,2639,3949,892,200,3987,725,1936,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,34028
2113,45431,38742,40513,16179,26611,26935,70,889,76,1332,6038,6868,3039,2853,1822,348,61,16191,32401,601,1781,568,340,4210,594,1234,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,56692
2114,20514,49168,39081,12572,40155,24995,371,98,20,1433,8436,7692,1281,462,1752,174,602,11691,12825,205,5089,850,203,1706,608,3197,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,51653
2115,21858,58962,23205,11393,49225,8466,424,1605,49,3389,4729,8067,2323,7793,5199,154,180,14441,13975,851,1152,158,216,2327,555,1250,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,34598
2116,58525,44796,29525,16407,44598,24738,429,589,117,3152,7362,4650,3264,357,5065,308,790,15911,9238,4208,7869,460,103,1240,715,1664,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,45932
2117,20865,56363,48721,16591,50835,20010,27,1136,192,4322,5888,8155,3067,4948,2978,737,947,10107,9189,1786,1054,267,176,2539,617,2955,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,65312
2118,21401,46092,16344,18269,51783,21504,626,2042,24,4003,7506,5155,3585,7007,2216,724,874,20729,20827,3023,7602,663,428,1318,294,1381,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,34613
2119,48894,55419,30396,6300,19595,18404,680,1704,41,3789,6364,6958,4102,4421,1587,360,733,19282,26723,1122,4171,436,81,2129,264,1731,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,36696
2120,71528,63378,31095,8295,45084,21768,2,988,2,213,6578,5994,1993,7681,523,373,61,10921,13047,3827,8770,886,316,1216,748,1278,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,39390
2121,34236,38894,56731,11044,28674,31519,175,870,24,826,4421,4795,3550,5691,4425,765,836,7969,17446,3821,5889,831,156,4944,377,2663,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,67775
2122,43953,40839,19483,16070,67463,17446,178,226,191,3266,4934,6204,3444,8244,971,793,330,12036,12914,436,275,532,394,1421,513,2010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,35553
2123,64940,66261,27059,16781,37486,19252,357,1402,99,3937,7352,8509,2600,2947,2719,184,65,10611,30272,3008,2672,658,154,4290,159,3656,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,43840
2124,35009,44020,30653,14673,55497,29124,9,279,24,3464,8131,4298,3473,4979,1801,448,467,25834,25215,4638,5707,199,265,1581,773,901,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,45326
2125,21832,41872,26406,16525,50126,20522,156,622,43,4015,7743,8307,4380,8071,3090,702,325,21103,12271,2994,3325,935,67,2047,354,1661,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,42931
2126,86754,37035,17141,13785,50074,13243,219,1738,194,4384,3375,3971,1454,563,1439,526,60,24828,14833,4811,6072,543,157,5528,271,3214,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,30926
2127,70760,60601,53588,8418,40451,35727,26,1138,74,3531,7598,8165,2544,5118,3389,346,127,14674,15041,1055,7802,286,487,2452,577,2531,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,62006
2128,75797,38574,20484,12024,26329,19624,666,146,189,3733,5974,6593,3359,1339,3922,487,67,16678,12739,3139,7730,684,139,4934,262,2172,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,32508
2129,68681,47053,55180,15495,37586,15567,556,791,19,2961,8245,7560,1719,4230,5533,311,297,6818,10952,4540,5514,271,187,4098,287,2204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,70675
2130,42526,69895,37717,15206,20994,35399,278,1068,177,2174,4373,6527,3296,5897,1296,144,221,26349,24671,3341,7359,963,328,4826,220,2972,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,52923
2131,38613,45519,33506,15431,32687,33413,278,1853,94,2247,7535,8659,4535,2282,4782,729,256,12194,31495,137,5170,563,164,1838,385,885,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,48937
2132,25936,48092,14801,8469,59811,19516,375,907,28,828,4858,4460,2970,324,2126,766,648,4610,15163,966,2504,471,215,3018,163,2654,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,23270
2133,23174,67625,16369,7694,26580,17765,644,1835,184,3765,3736,8603,2897,4864,534,634,749,15183,27007,140,7038,513,462,4179,214,2911,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,24063
2134,78040,45571,21881,7745,32423,21241,299,1002,38,4029,8689,5935,3028,7792,4975,267,346,7202,31904,3714,4055,677,160,3067,459,1741,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,29626
2135,41584,58464,18506,7506,42407,28664,318,1197,1,257,8237,6128,2253,2363,4850,198,173,9570,29160,2547,4299,836,192,3176,192,1634,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,26012
2136,63425,38361,22312,14451,43718,19869,43,110,43,3004,8720,7877,2747,1625,5352,187,310,23310,30981,755,8582,187,261,4450,454,2170,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,36763
2137,32995,63382,32491,13825,50236,25722,247,1633,177,1772,3777,7735,1417,7395,4668,732,950,22960,21471,1504,1061,816,434,3334,249,819,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,46316
2138,77533,54257,28859,16001,22657,16557,188,1422,3,4485,8106,3738,1344,2301,3774,540,693,14987,20281,4873,3181,652,202,5420,266,1729,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,44860
2139,87654,65820,32127,7549,23141,15787,459,1019,29,2101,5123,4696,3715,4360,2828,732,38,8899,8695,893,504,715,436,1930,691,932,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,39676
