,Male,Female,White,Black Or African American,American Indian Or Alaskan Native,Asian,Native Hawaiian & Other Pacific Islander,Other Race,Two Or More Races,Husband Wife Family Households,Single Guardian,Singles,Singles With Roommate,Households Without Kids,Households With Kids,Worked Full-time With Earnings,Worked Part-time With Earnings,No Earnings,"< $25,000","$25,000-$44,999","$45,000-$59,999","$60,000-$99,999","$100,000-$149,999","$150,000-$199,999","$200,000+",Less Than High School Diploma,High School Graduate,Associate's Degree,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,Enrolled In Public School,Enrolled In Private School,Not Enrolled In School,April,August,December,February,January,July,June,March,May,November,October,September,day1,day10,day11,day12,day13,day14,day15,day16,day17,day18,day19,day2,day20,day21,day22,day23,day24,day25,day26,day27,day28,day29,day3,day30,day31,day4,day5,day6,day7,day8,day9,year
2469,49964,12089,42016,11169,155,972,26,951,1249,5051,5984,4244,3630,8073,3710,10144,6384,17122,3974,4963,341,6201,5091,333,635,27152,12715,974,1565,673,680,91,21526,518,2007,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,2015
2470,50752,9949,67463,32415,604,1217,7,3642,8049,5678,6317,12218,3364,20827,4145,29075,6467,20335,3946,7734,1305,1456,4945,316,921,20178,10697,2267,3736,261,673,263,6381,494,3705,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,2018
2471,30067,13156,26187,19465,282,1323,74,1517,12611,13384,9168,9184,1247,21664,2200,24800,5032,17666,8124,5720,1163,6617,780,193,885,8490,16292,4678,3920,7952,359,118,13553,747,2877,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,2018
2472,36620,9535,28893,32108,23,1061,71,4176,12147,5729,3844,7889,3075,9639,1131,34025,6781,26369,9063,6398,3177,5204,4830,162,140,18673,17817,733,3690,8783,757,272,15999,662,1417,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2018
2473,56382,12038,57330,34366,597,805,47,4769,3548,12688,2605,4806,1947,19655,4102,34767,7095,13243,4585,8131,3359,2038,941,671,208,17295,32334,4198,3267,2603,812,258,9334,302,2453,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,2016
2474,57742,17525,30126,27495,461,581,152,3299,10956,6507,2304,8284,4764,15466,1488,16541,6981,16738,4926,3372,2313,253,4246,659,370,21470,32954,1008,1874,7847,359,300,12087,175,2993,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,2015
2475,41219,14622,45192,18052,12,1243,62,4039,5925,5206,5575,4842,5354,16273,2291,17035,7817,28091,7684,5534,1611,6212,3791,119,729,3950,12394,3132,1378,7996,991,261,18987,700,2683,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,2017
2476,44919,7875,30771,26378,6,457,137,2082,6203,9513,5644,5221,2787,18233,3317,23038,7193,23388,7126,3059,4013,6215,2585,350,892,13593,21542,726,4712,6887,280,371,6276,720,3301,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,2018
2477,27885,10251,57491,25733,245,970,49,3966,13586,15635,8464,6232,2542,20731,2914,28317,3518,24871,6949,3555,2552,1439,3254,429,397,7470,32853,313,4157,7268,696,349,10214,543,1710,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,2017
2478,26552,8756,60149,13042,567,2312,149,186,12847,7622,8860,5285,3843,17236,3701,18188,3711,12625,7157,6294,1120,2101,2434,223,311,16788,21255,4944,2504,7812,558,78,20656,589,929,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,2014
2479,29847,6491,45279,28194,640,1513,65,3894,13242,9427,2988,7427,6122,21870,2823,28853,7580,16260,7505,2387,1351,2335,1535,142,566,21933,32150,3919,2571,2467,734,224,9495,454,2154,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,2014
2480,51174,9220,22011,14020,262,2144,132,4904,10933,10443,6878,10966,6149,18895,1105,32559,5230,31221,5851,4144,4557,6943,825,779,987,10489,26891,110,3449,1369,319,412,4792,362,2785,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,2017
2481,40514,13815,26240,8015,701,1631,103,2270,6013,10007,2701,4594,3460,14536,2249,16934,7870,21937,7062,2623,1539,2578,5273,258,332,17706,13287,4808,1996,4490,753,210,10542,545,1825,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,2015
2482,23656,16053,24075,30948,281,1309,39,4541,13492,5415,3067,10523,5268,20131,3385,20442,6456,17886,5549,4328,3610,2164,572,417,1003,13509,10720,4221,3094,6865,558,493,9278,167,3236,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,2015
2483,26314,10250,28508,10206,66,2336,24,3106,7535,11564,6439,12648,6354,14384,3986,11131,7252,12043,6991,8550,734,247,4925,198,303,24755,12523,1216,2273,8165,356,82,7927,790,3181,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,2017
2484,35846,17443,19723,24873,484,258,36,3651,7997,17271,3110,6065,5291,14109,2599,25835,2758,37716,5034,5668,291,4069,3984,174,666,16338,8965,1863,1935,6263,698,262,11250,788,2595,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,2018
2485,28385,8132,54283,31635,635,1828,148,540,2065,17505,9409,11302,1457,18057,1342,29200,6079,13989,7978,4183,4206,5874,4345,206,950,13738,31776,754,3579,1395,269,304,4746,537,2575,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,2018
2486,58170,11078,43269,7136,322,1835,183,4701,3085,13558,6275,8187,3532,19175,3552,17834,4140,36304,8200,4958,1569,1530,2991,780,402,8399,20802,2752,1963,4884,731,444,6994,550,943,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,2017
2487,56627,6606,46469,30746,120,2223,5,1113,3542,5518,3769,10101,4106,20847,2081,30100,4229,17023,5733,6129,1333,1515,4933,173,279,11122,28455,4068,2850,5316,95,375,18973,735,1866,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,2018
2488,25241,8903,19050,32132,706,193,139,411,2790,5623,6425,4599,6095,14977,1869,32405,4545,19477,4291,8532,45,2995,227,509,511,18572,24294,76,4007,5986,100,458,4926,673,1935,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,2015
2489,51229,17794,18273,18358,331,2080,71,761,8484,8946,3820,9697,5230,18956,1553,29113,4034,39598,4149,4592,3681,1806,1351,315,766,24930,15201,1157,3616,4285,136,289,9845,283,3448,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,2017
2490,22333,17530,27825,25943,492,1851,42,5028,9554,14160,3458,4485,3827,13095,2930,18295,2904,20613,7945,5437,2039,3494,1198,691,474,26809,25460,3357,1585,500,324,159,19917,618,3680,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,2018
2491,14594,17218,61944,8083,305,988,70,2339,3856,16703,7467,10568,5580,15764,2258,22501,3987,24146,7768,7082,2420,2003,2543,389,976,21947,10881,16,3869,8884,736,392,15161,372,1620,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,2016
2492,48264,11306,28814,24103,629,273,13,1591,13742,16611,6405,11134,6116,18763,1981,26631,5726,20967,7353,4645,1138,6399,4048,444,905,9867,13101,1215,3437,7658,903,71,14006,393,2339,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,2018
2493,42947,5892,67096,26163,571,1421,13,4589,3537,4932,5004,7189,4682,14204,1183,20172,3755,8965,6979,7024,673,7613,1823,428,781,16691,30523,439,2837,7610,555,480,18016,352,2419,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,2017
2494,42282,14569,59309,23633,154,1542,53,128,6090,16949,6406,11749,6234,20854,3534,33265,3715,39372,6098,8418,1666,5124,4288,263,550,23767,25416,4818,3461,1942,675,450,10654,810,2529,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,2017
2495,22361,12957,19960,18134,175,1841,19,623,1886,10436,3919,4619,4101,23692,3142,18362,4948,18911,5678,4832,4174,6509,1399,361,323,27300,15322,3630,2563,1928,915,213,7315,164,576,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,2018
2496,33972,11744,19222,11465,392,656,51,1618,7954,16656,7521,10929,3813,11510,2428,17825,4014,26480,7227,2782,349,7912,4776,527,305,7197,11381,3505,1200,2743,884,283,7479,555,2257,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,2016
2497,29952,18170,39710,17501,379,1343,20,70,7558,9125,7436,7961,1388,15484,2802,13324,2977,12327,4356,6510,4448,3541,4791,243,706,16264,25592,1487,2447,1004,213,61,15748,625,1165,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,2014
2498,19451,14690,39151,7750,678,888,55,3072,3683,14042,6447,7631,3438,22815,4198,35509,5896,16345,8322,8510,2093,1000,910,779,683,15066,23825,2959,3538,2559,605,279,16903,419,1308,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,2016
2499,38844,11118,21000,20973,474,2341,149,3158,7526,4217,4335,4224,1523,16805,3621,20867,3857,37764,7734,3098,2573,875,5661,264,624,11759,18546,4069,1219,6194,654,314,11208,307,1717,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,2014
2500,18535,6759,44068,21977,37,1823,102,1500,1523,6384,9160,7726,4464,10373,2144,20026,5255,17951,6846,8536,3746,6290,1381,307,911,12912,11531,3789,3028,7903,474,393,16395,376,1600,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,2014
2501,32288,8536,64777,29292,479,1691,25,1056,2564,8419,8709,9953,4870,22397,1316,27627,4680,10130,7746,4104,1368,4979,4754,493,353,4955,31165,3765,3676,6378,825,111,16194,350,1661,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,2016
2502,57000,9123,34067,32632,2,503,132,1933,9801,12537,4199,7726,1628,8514,2826,20562,3521,13486,8044,8254,458,5261,3338,285,59,22178,29497,2367,2514,3229,942,299,6558,674,2509,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,2017
2503,28335,15951,41948,22695,433,1994,40,2140,9314,12097,6362,11683,4467,13187,2980,29958,4020,16928,9049,3978,2338,7883,2367,442,549,9639,28348,2077,3765,28,543,124,19027,527,920,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,2016
2504,23880,9624,63218,34084,414,371,38,3536,5298,12580,6486,6215,4650,13026,2207,34703,5604,28946,7262,8720,961,6366,2242,672,757,17273,13153,512,1555,4634,368,81,8976,258,3034,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,2015
2505,16929,9807,56072,12549,527,635,143,1669,3621,10046,6404,11762,2779,20573,1763,33440,4157,39653,6994,7727,198,3613,4039,790,81,17327,21283,1644,2012,6285,180,130,7551,608,3478,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,2016
2506,26598,10683,50296,26703,373,1643,190,3452,8282,12262,2910,9998,6325,22849,2092,22463,3750,7935,6969,7781,3764,1948,2924,731,858,5254,24839,2340,4717,2347,605,465,20722,738,1212,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2014
2507,44585,15739,43787,10059,319,1676,23,5200,4300,10662,2878,8950,3875,13867,1699,33086,7543,8882,6205,4623,1066,1694,850,389,522,18869,32140,4654,4110,4292,340,114,15688,530,3048,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,2014
2508,44503,6305,35941,17424,118,660,105,269,14515,7773,6660,5535,4837,13795,3447,17477,7669,10849,8838,4952,1175,911,1511,449,556,11535,30562,2502,2150,3628,858,213,6911,299,2871,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,2014
2509,46741,11498,23710,18303,326,1667,76,1693,13034,8117,7901,12204,3431,21511,2716,16877,4272,34993,4524,8222,4122,6437,3922,425,933,8185,29041,1094,3837,2395,348,256,7020,304,3506,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,2015
2510,15768,17349,40983,8812,521,1624,45,550,2846,5047,3617,9777,5177,16028,2498,30582,7174,12582,5275,6773,475,7774,2702,398,238,8094,24175,1386,1650,7651,785,215,10419,369,3219,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,2017
2511,34919,9429,22586,32869,445,2325,29,2503,9593,4468,4809,5564,2429,16638,3794,29774,3194,18814,5035,5669,461,4354,2064,171,197,10730,12277,4950,4339,3608,209,411,19983,620,1785,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,2014
2512,53219,8023,49862,16484,10,1681,17,2152,4576,14470,7778,11247,6359,16786,2246,12148,5262,33606,5610,4099,2714,4508,2793,749,918,8470,14203,1662,2471,2454,431,467,5687,551,2234,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,2018
2513,55836,11063,36779,35238,641,1946,15,3921,6529,5123,9370,7626,3257,12526,4358,21335,5707,10006,5857,3172,3244,2246,5175,226,157,26869,9564,3220,2573,1093,600,86,8808,547,1496,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,2017
2514,47808,11912,35681,9581,513,2212,60,323,11807,6334,9050,5024,3809,16839,4071,15490,4255,9905,6889,2788,2684,4904,1773,509,862,7767,23559,1172,1956,5616,83,238,12607,711,2925,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,2017
2515,39309,8289,48823,34525,53,1051,74,3017,1613,14037,7944,10714,1306,10707,3907,16823,7037,38830,8739,8174,2080,6081,187,504,192,11532,21951,1336,2174,2277,277,168,6675,746,3489,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,2016
2516,16000,6704,42388,23968,721,596,19,2474,7175,14246,4173,8629,4018,22714,3340,9505,5555,8262,5411,4357,1326,4204,4021,675,589,12498,32091,2583,3779,6896,463,139,7337,614,3209,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,2015
2517,20101,12585,50090,9706,383,621,37,1808,10037,10764,3152,5304,5399,19237,4239,13013,4023,13968,5077,3245,2551,5154,1992,230,799,23581,15999,1362,1841,8269,489,430,4768,631,3057,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,2014
2518,37179,6326,68150,13124,47,1795,173,2347,8799,5386,9065,8575,5514,15586,4216,13271,7101,10426,8174,2274,2206,5131,1275,457,633,26779,30960,1078,3037,3813,299,418,7254,301,3377,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,2014
2519,22902,9662,61117,14164,729,2274,120,1424,9134,12766,4791,8141,1577,19365,3232,11015,7757,9701,6425,3948,2110,5182,4580,422,270,25820,12050,377,3528,3920,360,126,7012,667,1016,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,2014
2520,56450,7912,54094,27286,84,2113,1,4466,6531,14728,8933,7088,2226,22961,1938,23456,6115,9329,4997,4865,486,1122,3140,632,522,20900,31376,4303,4050,7838,911,227,21493,540,1689,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,2018
2521,39165,14664,58553,16574,566,1508,60,1033,4176,12171,8683,7562,5760,18800,1234,35531,3349,35850,7358,6611,2898,4207,3741,656,220,13684,31073,4277,2317,6264,158,362,8084,453,1995,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,2015
2522,27301,15370,51103,33718,257,1735,8,356,10896,8473,5964,11545,4991,19472,3130,17994,7876,11021,9022,6632,4206,1339,81,193,562,20873,14798,3578,4220,7750,898,199,14953,569,2876,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,2015
2523,46135,13293,33948,20422,93,1422,20,277,9780,6074,7079,6251,3165,10588,2908,11713,3745,11086,8480,7068,3309,2247,3960,527,855,10793,18362,1808,2151,4153,581,297,5784,222,3276,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,2016
2524,45268,11871,47151,9268,263,2231,54,2701,11123,11653,8146,7374,1436,21036,3605,23288,2527,29123,4481,3174,3596,151,1568,189,853,10738,32260,3534,3443,497,894,84,4998,414,2170,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,2015
2525,24220,13325,43380,20940,456,1605,184,198,1070,15295,8702,7025,4664,17544,3407,18283,7388,14844,3713,5142,566,32,88,719,725,23520,28818,546,3260,560,394,340,12227,639,635,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,2014
2526,37106,16031,18126,9069,284,2366,152,3161,10635,8612,5252,5286,2888,8264,1136,34984,3123,12443,4231,4730,1983,7448,4446,188,832,19808,31199,3510,1919,5786,913,473,17603,221,1874,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015
2527,23458,13346,49164,25952,627,437,149,3562,9670,7428,4410,10346,1570,18184,2013,31361,5589,32879,7186,7264,4158,5854,5427,537,525,23390,11476,67,3413,892,352,114,9640,640,1559,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2017
2528,33153,10581,52529,22117,293,291,13,988,5252,10993,7034,11197,5479,11822,3637,15344,7333,26433,8804,8625,3506,8199,3462,513,597,26375,15621,2528,4425,1965,94,343,15540,774,3187,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,2018
2529,32569,14817,33102,28812,637,1319,195,2447,4557,6235,2421,7773,2230,18168,3856,20770,5793,26812,6918,2516,4497,2478,2437,665,382,22195,13184,3262,1586,6158,905,367,14355,267,2447,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,2017
2530,28914,7893,40981,34290,730,965,149,1107,4246,5075,9044,4364,1788,15742,2859,31813,3000,19824,7089,8106,4043,4467,343,359,731,18888,29422,132,4115,4602,79,185,8945,769,3363,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,2018
2531,35854,5728,37642,18935,584,1163,84,5260,1166,6035,7008,11291,4225,7975,2539,27435,6688,14775,7441,8668,2672,6253,5279,394,386,5378,15874,1070,2500,7445,370,266,7631,479,3197,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,2018
2532,27261,10094,24349,16352,728,2139,137,852,7924,17625,9072,9999,2522,11789,2281,27611,5935,34569,6091,3076,3219,3498,291,668,834,12203,29795,4600,3722,2272,732,99,7886,748,3768,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,2016
2533,40903,12500,47032,9524,221,1397,38,2905,12842,7996,4791,4972,5798,17168,1464,23954,5233,37288,8992,4370,2245,131,1756,398,850,9326,8946,3525,2076,3023,234,214,11910,236,3355,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,2017
2534,21737,11213,25517,26319,341,535,51,1601,12349,12758,7097,7288,4457,17536,3369,30271,7250,26445,7019,6514,3761,8003,4398,592,467,9133,31246,2829,1991,3196,455,237,20010,567,1930,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,2017
2535,39806,15099,34320,7739,189,135,104,3498,9408,5306,3436,9893,4860,10225,1295,19542,7652,20054,3536,7481,4252,6159,1364,608,920,18997,25450,3857,2897,7063,573,414,12993,269,837,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,2016
2536,44026,12264,51750,9382,697,417,42,5049,11172,11202,3638,6448,1190,16617,3192,19167,5210,21796,7920,5205,1342,4215,2210,552,186,15303,29682,2971,4156,3075,855,136,11223,341,752,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,2018
2537,52750,17132,52078,19543,264,2292,135,2669,5551,4654,8930,7412,1352,8217,2793,18853,5355,38737,8814,3512,4261,7073,1750,788,59,10341,25261,521,4448,68,717,392,4520,620,2096,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,2018
2538,31439,13003,37497,9166,486,1590,46,5136,1668,17396,9167,10490,4188,9754,1080,32802,3827,9811,7643,3168,588,2990,3440,644,94,5845,13719,2979,3956,670,806,295,11533,387,1395,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,2014
2539,29729,14190,21004,6775,120,445,30,3946,9463,12073,2623,10484,2772,9644,1810,19584,5929,18611,5359,4434,605,5969,1382,391,875,8822,32611,3231,2514,2182,729,473,15818,598,1621,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,2014
2540,32327,14744,22602,27757,430,616,161,2888,4667,8521,8639,12943,6230,21019,1276,20449,7516,26815,8739,7944,258,1831,4644,362,751,9660,21090,2789,1865,2660,777,223,12203,577,2046,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,2016
